X	Y	occurrencedate	premisetype	occurrencedayofweek	occurrencehour	Division	Neighbourhood
-79.2531891	43.7355843	2017-04-12T04:00:00.000Z	Outside	Wednesday 	23	D41	Eglinton East (138)
-79.5336304	43.7077866	2014-11-28T05:00:00.000Z	Outside	Friday    	19	D12	Weston (113)
-79.3170166	43.7885399	2014-11-30T05:00:00.000Z	House	Sunday    	20	D42	L'Amoreaux (117)
-79.5038376	43.7028809	2014-10-07T04:00:00.000Z	Outside	Tuesday   	18	D12	Rustic (28)
-79.5038376	43.7028809	2014-10-07T04:00:00.000Z	Outside	Tuesday   	18	D12	Rustic (28)
-79.6203613	43.7303429	2014-10-02T04:00:00.000Z	House	Thursday  	22	D23	West Humber-Clairville (1)
-79.3879318	43.8007507	2014-12-02T05:00:00.000Z	Other	Tuesday   	13	D33	Bayview Woods-Steeles (49)
-79.4901657	43.6964302	2014-11-02T04:00:00.000Z	Outside	Sunday    	0	D12	Brookhaven-Amesbury (30)
-79.1650391	43.7960091	2014-12-03T05:00:00.000Z	House	Wednesday 	0	D43	Highland Creek (134)
-79.213768	43.7443428	2014-11-18T05:00:00.000Z	Outside	Tuesday   	17	D43	Scarborough Village (139)
-79.3709106	43.6679115	2014-12-01T05:00:00.000Z	Outside	Monday    	18	D51	North St.James Town (74)
-79.2876434	43.7378769	2014-12-07T05:00:00.000Z	Commercial	Sunday    	20	D41	Wexford/Maryvale (119)
-79.2197266	43.7451057	2014-11-06T05:00:00.000Z	Outside	Thursday  	22	D43	Scarborough Village (139)
-79.2110519	43.762867	2014-10-23T04:00:00.000Z	Outside	Thursday  	23	D43	Woburn (137)
-79.2110519	43.762867	2014-10-23T04:00:00.000Z	Outside	Thursday  	23	D43	Woburn (137)
-79.5132065	43.7255173	2014-12-05T05:00:00.000Z	Outside	Friday    	12	D31	Downsview-Roding-CFB (26)
-79.3638382	43.7564278	2014-12-08T05:00:00.000Z	House	Monday    	20	D33	St.Andrew-Windfields (40)
-79.1967163	43.7682648	2014-09-29T04:00:00.000Z	Outside	Monday    	14	D43	West Hill (136)
-79.4552994	43.7816391	2014-12-09T05:00:00.000Z	Other	Tuesday   	9	D32	Westminster-Branson (35)
-79.3637238	43.7108994	2014-12-14T05:00:00.000Z	Outside	Sunday    	2	D53	Thorncliffe Park (55)
-79.5883484	43.756237	2014-12-13T05:00:00.000Z	Outside	Saturday  	18	D23	Mount Olive-Silverstone-Jamestown (2)
-79.2279968	43.7667274	2014-07-09T04:00:00.000Z	Outside	Wednesday 	10	D43	Woburn (137)
-79.5013275	43.7648163	2015-11-22T05:00:00.000Z	Outside	Sunday    	18	D31	York University Heights (27)
-79.1568756	43.7921066	2014-07-01T04:00:00.000Z	Commercial	Tuesday   	0	D43	Highland Creek (134)
-79.5453644	43.7648773	2014-11-10T05:00:00.000Z	Outside	Monday    	12	D31	Humber Summit (21)
-79.3352051	43.6817551	2014-12-18T05:00:00.000Z	House	Thursday  	16	D54	Danforth (66)
-79.447197	43.7441444	2014-12-18T05:00:00.000Z	House	Thursday  	22	D32	Clanton Park (33)
-79.4446259	43.7802124	2014-12-18T05:00:00.000Z	Outside	Thursday  	22	D32	Newtonbrook West (36)
-79.3214951	43.7487869	2014-12-22T05:00:00.000Z	House	Monday    	22	D33	Parkwoods-Donalda (45)
-79.4054489	43.6641159	2014-12-23T05:00:00.000Z	Outside	Tuesday   	8	D14	University (79)
-79.6089554	43.7013435	2014-12-04T05:00:00.000Z	Outside	Thursday  	15	D23	West Humber-Clairville (1)
-79.4897614	43.6675835	2014-12-26T05:00:00.000Z	Outside	Friday    	0	D12	Rockcliffe-Smythe (111)
-79.3983536	43.6790428	2014-12-28T05:00:00.000Z	Other	Sunday    	15	D53	Yonge-St.Clair (97)
-79.5071945	43.7484741	2008-12-01T05:00:00.000Z	House	Monday    	12	D31	Glenfield-Jane Heights (25)
-79.2341995	43.8080482	2015-01-01T05:00:00.000Z	Outside	Thursday  	2	D42	Malvern (132)
-79.4271088	43.7419701	2014-12-30T05:00:00.000Z	House	Tuesday   	22	D32	Lansing-Westgate (38)
-79.5905533	43.7491074	2014-12-21T05:00:00.000Z	Other	Sunday    	0	D23	Mount Olive-Silverstone-Jamestown (2)
-79.5770645	43.6902161	2014-12-19T05:00:00.000Z	Commercial	Friday    	12	D23	West Humber-Clairville (1)
-79.3636627	43.7672386	2014-08-15T04:00:00.000Z	Outside	Friday    	7	D33	Bayview Village (52)
-79.5873032	43.689518	2014-08-16T04:00:00.000Z	Outside	Saturday  	23	D23	West Humber-Clairville (1)
-79.5086365	43.7209167	2014-09-07T04:00:00.000Z	Outside	Sunday    	14	D31	Downsview-Roding-CFB (26)
-79.4090729	43.7244644	2014-08-17T04:00:00.000Z	House	Sunday    	21	D32	Lawrence Park North (105)
-79.3310013	43.7463226	2014-09-07T04:00:00.000Z	House	Sunday    	22	D33	Parkwoods-Donalda (45)
-79.5157776	43.6201973	2017-04-14T04:00:00.000Z	Outside	Friday    	19	D22	Islington-City Centre West (14)
-79.5089264	43.7094917	2015-08-28T04:00:00.000Z	Outside	Friday    	23	D12	Pelmo Park-Humberlea (23)
-79.5098801	43.7634354	2014-07-12T04:00:00.000Z	House	Saturday  	12	D31	Black Creek (24)
-79.4912186	43.6865997	2014-09-07T04:00:00.000Z	Outside	Sunday    	10	D12	Mount Dennis (115)
-79.6209259	43.7289085	2017-04-18T04:00:00.000Z	House	Tuesday   	3	D23	West Humber-Clairville (1)
-79.5231934	43.7614975	2016-01-14T05:00:00.000Z	House	Thursday  	22	D31	Black Creek (24)
-79.3928604	43.6473236	2017-04-18T04:00:00.000Z	Outside	Tuesday   	22	D52	Waterfront Communities-The Island (77)
-79.5640793	43.7061501	2017-04-20T04:00:00.000Z	Outside	Thursday  	8	D23	West Humber-Clairville (1)
-79.5410614	43.6702385	2017-04-21T04:00:00.000Z	House	Friday    	19	D22	Princess-Rosethorn (10)
-79.3275604	43.7266464	2017-03-08T05:00:00.000Z	Outside	Wednesday 	7	D33	Banbury-Don Mills (42)
-79.3141327	43.819622	2016-12-14T05:00:00.000Z	House	Wednesday 	0	D42	Steeles (116)
-79.3464127	43.6596642	2017-04-17T04:00:00.000Z	Outside	Monday    	23	D55	South Riverdale (70)
-79.3128586	43.7268486	2017-04-16T04:00:00.000Z	Outside	Sunday    	0	D33	Victoria Village (43)
-79.2512894	43.7063446	2017-04-24T04:00:00.000Z	Outside	Monday    	8	D41	Birchcliffe-Cliffside (122)
-79.4090729	43.7244644	2017-04-23T04:00:00.000Z	House	Sunday    	17	D32	Lawrence Park North (105)
-79.2116547	43.8114357	2016-08-08T04:00:00.000Z	House	Monday    	20	D42	Malvern (132)
-79.2378235	43.7915154	2016-05-18T04:00:00.000Z	Outside	Wednesday 	0	D42	Malvern (132)
-79.2318039	43.8113327	2016-08-23T04:00:00.000Z	House	Tuesday   	22	D42	Malvern (132)
-79.4937515	43.6716728	2017-04-23T04:00:00.000Z	Outside	Sunday    	4	D12	Rockcliffe-Smythe (111)
-79.4059143	43.7403793	2017-04-25T04:00:00.000Z	Outside	Tuesday   	8	D32	Bridle Path-Sunnybrook-York Mills (41)
-79.5660172	43.6908188	2017-04-25T04:00:00.000Z	House	Tuesday   	22	D23	Willowridge-Martingrove-Richview (7)
-79.2618866	43.8281021	2016-07-08T04:00:00.000Z	Other	Friday    	16	D42	Milliken (130)
-79.2341995	43.8080482	2016-05-21T04:00:00.000Z	Outside	Saturday  	13	D42	Malvern (132)
-79.2371368	43.8142204	2016-07-03T04:00:00.000Z	Outside	Sunday    	18	D42	Rouge (131)
-79.4881744	43.7520256	2016-12-08T05:00:00.000Z	Commercial	Thursday  	16	D31	York University Heights (27)
-79.2209167	43.8119469	2017-04-03T04:00:00.000Z	House	Monday    	18	D42	Malvern (132)
-79.3742905	43.6535034	2017-04-13T04:00:00.000Z	Outside	Thursday  	4	D51	Church-Yonge Corridor (75)
-79.6206818	43.7433586	2015-11-25T05:00:00.000Z	Outside	Wednesday 	8	D23	West Humber-Clairville (1)
-79.2660751	43.8215485	2017-04-28T04:00:00.000Z	House	Friday    	23	D42	Milliken (130)
-79.4126053	43.7347488	2017-04-27T04:00:00.000Z	House	Thursday  	22	D32	Bedford Park-Nortown (39)
-79.5158768	43.6988373	2017-04-30T04:00:00.000Z	Outside	Sunday    	22	D12	Weston (113)
-79.6031952	43.7396431	2017-04-29T04:00:00.000Z	Outside	Saturday  	3	D23	West Humber-Clairville (1)
-79.5427094	43.7533379	2017-04-30T04:00:00.000Z	Outside	Sunday    	0	D31	Humber Summit (21)
-79.5302353	43.636097	2017-04-25T04:00:00.000Z	Commercial	Tuesday   	12	D22    	Islington-City Centre West (14)
-79.546608	43.6048241	2017-05-02T04:00:00.000Z	Outside	Tuesday   	0	D22	Alderwood (20)
-79.2962112	43.7223663	2017-05-02T04:00:00.000Z	Outside	Tuesday   	19	D41	Clairlea-Birchmount (120)
-79.5132065	43.7255173	2017-04-29T04:00:00.000Z	Outside	Saturday  	13	D31	Downsview-Roding-CFB (26)
-79.2970734	43.6982498	2017-05-03T04:00:00.000Z	Outside	Wednesday 	21	D54	Taylor-Massey (61)
-79.4504242	43.7819443	2016-10-06T04:00:00.000Z	Outside	Thursday  	17	D32	Westminster-Branson (35)
-79.2626572	43.7645264	2017-05-05T04:00:00.000Z	House	Friday    	0	D41	Bendale (127)
-79.2626572	43.7645264	2017-05-05T04:00:00.000Z	House	Friday    	0	D41	Bendale (127)
-79.3193359	43.7969971	2017-05-06T04:00:00.000Z	Outside	Saturday  	9	D42	L'Amoreaux (117)
-79.5990524	43.7181282	2017-05-06T04:00:00.000Z	Outside	Saturday  	17	D23	West Humber-Clairville (1)
-79.3675461	43.663208	2017-04-24T04:00:00.000Z	Outside	Monday    	18	D51	Cabbagetown-South St.James Town (71)
-79.2867279	43.7000847	2017-05-08T04:00:00.000Z	Outside	Monday    	4	D41	Clairlea-Birchmount (120)
-79.3202057	43.6840858	2017-04-28T04:00:00.000Z	Outside	Friday    	6	D55	Danforth (66)
-79.3993835	43.6473389	2017-05-08T04:00:00.000Z	Outside	Monday    	13	D14	Waterfront Communities-The Island (77)
-79.4227982	43.7116623	2017-05-08T04:00:00.000Z	House	Monday    	20	D53	Bedford Park-Nortown (39)
-79.3499756	43.7171021	2017-05-10T04:00:00.000Z	Outside	Wednesday 	2	D33	Banbury-Don Mills (42)
-79.3704071	43.6702614	2017-05-06T04:00:00.000Z	Outside	Saturday  	18	D51	Cabbagetown-South St.James Town (71)
-79.6113205	43.7106895	2017-05-11T04:00:00.000Z	Outside	Thursday  	8	D23	West Humber-Clairville (1)
-79.3290253	43.7246819	2017-05-09T04:00:00.000Z	Outside	Tuesday   	20	D33	Banbury-Don Mills (42)
-79.311821	43.747963	2017-05-11T04:00:00.000Z	Outside	Thursday  	23	D41	Wexford/Maryvale (119)
-79.4873352	43.7604256	2017-04-09T04:00:00.000Z	Commercial	Sunday    	8	D31	York University Heights (27)
-79.5823975	43.7166901	2017-05-13T04:00:00.000Z	Outside	Saturday  	22	D23	West Humber-Clairville (1)
-79.4279327	43.7299385	2017-05-14T04:00:00.000Z	House	Sunday    	23	D32	Bedford Park-Nortown (39)
-79.4114456	43.7303276	2017-05-15T04:00:00.000Z	House	Monday    	0	D32	Lawrence Park North (105)
-79.5579376	43.6762123	2017-05-15T04:00:00.000Z	Apartment	Monday    	5	D23	Willowridge-Martingrove-Richview (7)
-79.1650391	43.7960091	2017-05-12T04:00:00.000Z	House	Friday    	18	D43	Highland Creek (134)
-79.5770645	43.6902161	2017-04-17T04:00:00.000Z	Outside	Monday    	12	D23	West Humber-Clairville (1)
-79.2662582	43.8197441	2017-05-16T04:00:00.000Z	House	Tuesday   	20	D42	Milliken (130)
-79.5540237	43.6929054	2017-05-11T04:00:00.000Z	House	Thursday  	7	D23	Kingsview Village-The Westway (6)
-79.2352524	43.7395325	2017-05-09T04:00:00.000Z	Outside	Tuesday   	12	D43	Eglinton East (138)
-79.4895172	43.6251068	2017-05-17T04:00:00.000Z	Outside	Wednesday 	13	D22	Mimico (includes Humber Bay Shores) (17)
-79.2567902	43.6975555	2017-05-17T04:00:00.000Z	Outside	Wednesday 	23	D41	Birchcliffe-Cliffside (122)
-79.287117	43.6915054	2017-05-18T04:00:00.000Z	Commercial	Thursday  	11	D41	Oakridge (121)
-79.3055267	43.6881523	2017-05-19T04:00:00.000Z	House	Friday    	0	D54	East End-Danforth (62)
-79.5228653	43.7276421	2017-05-17T04:00:00.000Z	House	Wednesday 	20	D31	Downsview-Roding-CFB (26)
-79.5132065	43.7255173	2016-08-01T04:00:00.000Z	Outside	Monday    	0	D31	Downsview-Roding-CFB (26)
-79.4517746	43.6939888	2017-05-14T04:00:00.000Z	Outside	Sunday    	12	D13	Caledonia-Fairbank (109)
-79.4021378	43.6729927	2017-05-15T04:00:00.000Z	Commercial	Monday    	21	D53	Annex (95)
-79.5307083	43.5909042	2017-05-19T04:00:00.000Z	Commercial	Friday    	19	D22	Long Branch (19)
-79.5307083	43.5909042	2017-05-19T04:00:00.000Z	Commercial	Friday    	19	D22	Long Branch (19)
-79.3433609	43.7750168	2017-05-16T04:00:00.000Z	Outside	Tuesday   	16	D33    	Henry Farm (53)
-79.4171066	43.6386528	2017-05-20T04:00:00.000Z	Outside	Saturday  	15	D14	Niagara (82)
-79.5942078	43.7419281	2017-05-20T04:00:00.000Z	Outside	Saturday  	17	D23	Mount Olive-Silverstone-Jamestown (2)
-79.4338837	43.7757111	2017-05-20T04:00:00.000Z	House	Saturday  	18	D32	Newtonbrook West (36)
-79.4347687	43.7832832	2017-05-21T04:00:00.000Z	House	Sunday    	21	D32	Newtonbrook West (36)
-79.5260162	43.6889763	2017-05-22T04:00:00.000Z	House	Monday    	21	D23	Humber Heights-Westmount (8)
-79.5687103	43.6494102	2017-05-20T04:00:00.000Z	Outside	Saturday  	19	D22	Etobicoke West Mall (13)
-79.5050583	43.7073708	2017-05-20T04:00:00.000Z	Outside	Saturday  	12	D12	Rustic (28)
-79.4027023	43.6439285	2017-05-23T04:00:00.000Z	Outside	Tuesday   	13	D14	Waterfront Communities-The Island (77)
-79.4234467	43.7257309	2017-05-22T04:00:00.000Z	House	Monday    	23	D32	Bedford Park-Nortown (39)
-79.4307098	43.6888275	2017-05-19T04:00:00.000Z	Outside	Friday    	16	D13	Humewood-Cedarvale (106)
-79.6052933	43.7391624	2017-02-27T05:00:00.000Z	Other	Monday    	19	D23	West Humber-Clairville (1)
-79.4364853	43.7760239	2016-10-06T04:00:00.000Z	House	Thursday  	9	D32	Newtonbrook West (36)
-79.4979019	43.6401482	2017-05-25T04:00:00.000Z	House	Thursday  	23	D22	Stonegate-Queensway (16)
-79.616806	43.7232513	2017-03-29T04:00:00.000Z	House	Wednesday 	5	D23	West Humber-Clairville (1)
-79.5640793	43.7061501	2017-06-01T04:00:00.000Z	Outside	Thursday  	12	D23	West Humber-Clairville (1)
-79.5994492	43.7309113	2017-06-01T04:00:00.000Z	Outside	Thursday  	21	D23	West Humber-Clairville (1)
-79.2100906	43.8201447	2017-06-01T04:00:00.000Z	House	Thursday  	19	D42	Rouge (131)
-79.4483185	43.7322845	2017-06-01T04:00:00.000Z	Outside	Thursday  	7	D32	Clanton Park (33)
-79.4924164	43.7425652	2017-05-31T04:00:00.000Z	House	Wednesday 	3	D31	Downsview-Roding-CFB (26)
-79.4111328	43.710331	2017-06-03T04:00:00.000Z	House	Saturday  	1	D53	Yonge-Eglinton (100)
-79.3636627	43.7672386	2017-06-02T04:00:00.000Z	Other	Friday    	20	D33	Bayview Village (52)
-79.2868881	43.82481	2017-06-02T04:00:00.000Z	House	Friday    	21	D42	Milliken (130)
-79.5206909	43.6798096	2017-06-05T04:00:00.000Z	Outside	Monday    	15	D22	Edenbridge-Humber Valley (9)
-79.616806	43.7209167	2017-06-05T04:00:00.000Z	House	Monday    	22	D23	West Humber-Clairville (1)
-79.4706421	43.6378784	2017-06-03T04:00:00.000Z	Outside	Saturday  	20	D11	High Park-Swansea (87)
-79.3814774	43.6429138	2017-06-01T04:00:00.000Z	Outside	Thursday  	17	D52	Waterfront Communities-The Island (77)
-79.3814774	43.6429138	2017-06-01T04:00:00.000Z	Outside	Thursday  	17	D52	Waterfront Communities-The Island (77)
-79.3885193	43.6674385	2017-03-07T05:00:00.000Z	Outside	Tuesday   	17	D52	Bay Street Corridor (76)
-79.5456772	43.6929169	2017-06-06T04:00:00.000Z	Outside	Tuesday   	22	D23	Kingsview Village-The Westway (6)
-79.5587158	43.7543983	2017-05-20T04:00:00.000Z	Outside	Saturday  	9	D31	Humber Summit (21)
-79.3437195	43.7758369	2014-08-20T04:00:00.000Z	Outside	Wednesday 	9	D33	Don Valley Village (47)
-79.3437195	43.7758369	2014-08-20T04:00:00.000Z	Outside	Wednesday 	9	D33	Don Valley Village (47)
-79.4848404	43.6204109	2014-08-20T04:00:00.000Z	Commercial	Wednesday 	18	D22	Mimico (includes Humber Bay Shores) (17)
-79.5132217	43.7393913	2014-08-22T04:00:00.000Z	Outside	Friday    	20	D31	Glenfield-Jane Heights (25)
-79.5955658	43.6867599	2014-08-14T04:00:00.000Z	Outside	Thursday  	17	D23	West Humber-Clairville (1)
-79.4464417	43.7347565	2014-09-01T04:00:00.000Z	Outside	Monday    	22	D32	Clanton Park (33)
-79.3995895	43.6567497	2014-09-02T04:00:00.000Z	Outside	Tuesday   	17	D14	Kensington-Chinatown (78)
-79.2822571	43.8027191	2014-09-03T04:00:00.000Z	House	Wednesday 	2	D42	Agincourt North (129)
-79.4541245	43.6983452	2015-11-25T05:00:00.000Z	House	Wednesday 	21	D13	Briar Hill-Belgravia (108)
-79.3427811	43.6676369	2014-09-04T04:00:00.000Z	Outside	Thursday  	13	D55	North Riverdale (68)
-79.3021774	43.711216	2015-11-25T05:00:00.000Z	Outside	Wednesday 	22	D54	O'Connor-Parkview (54)
-79.5992432	43.732708	2014-09-04T04:00:00.000Z	Outside	Thursday  	5	D23	West Humber-Clairville (1)
-79.5450439	43.6041183	2015-09-29T04:00:00.000Z	House	Tuesday   	2	D22	Alderwood (20)
-79.2865524	43.6916389	2014-09-05T04:00:00.000Z	Outside	Friday    	23	D41	Oakridge (121)
-79.4956131	43.712944	2014-09-06T04:00:00.000Z	House	Saturday  	1	D12	Rustic (28)
-79.4631882	43.7886505	2014-09-05T04:00:00.000Z	House	Friday    	23	D32	Westminster-Branson (35)
-79.3062134	43.788929	2014-09-06T04:00:00.000Z	House	Saturday  	22	D42	Tam O'Shanter-Sullivan (118)
-79.1662979	43.8070602	2014-09-06T04:00:00.000Z	House	Saturday  	22	D42	Rouge (131)
-79.2857361	43.7232933	2014-09-06T04:00:00.000Z	Commercial	Saturday  	19	D41	Clairlea-Birchmount (120)
-79.5345993	43.7096863	2014-09-07T04:00:00.000Z	Outside	Sunday    	18	D12	Pelmo Park-Humberlea (23)
-79.5281601	43.6644669	2014-09-07T04:00:00.000Z	Other	Sunday    	22	D22	Edenbridge-Humber Valley (9)
-79.5498581	43.6844139	2014-09-12T04:00:00.000Z	House	Friday    	0	D23	Willowridge-Martingrove-Richview (7)
-79.2444229	43.7512398	2014-09-14T04:00:00.000Z	House	Sunday    	1	D43	Bendale (127)
-79.2853088	43.7685051	2014-09-14T04:00:00.000Z	Outside	Sunday    	1	D41	Dorset Park (126)
-79.4023972	43.6431961	2014-09-14T04:00:00.000Z	Apartment	Sunday    	23	D14	Waterfront Communities-The Island (77)
-79.5336304	43.7077866	2014-09-17T04:00:00.000Z	Outside	Wednesday 	17	D12	Weston (113)
-79.5490723	43.7506523	2014-09-13T04:00:00.000Z	Commercial	Saturday  	20	D31	Humber Summit (21)
-79.4425125	43.6966133	2014-09-19T04:00:00.000Z	Outside	Friday    	13	D13	Oakwood Village (107)
-79.4829712	43.6496887	2014-09-19T04:00:00.000Z	Outside	Friday    	13	D11	Runnymede-Bloor West Village (89)
-79.2876129	43.7278481	2014-08-16T04:00:00.000Z	Outside	Saturday  	1	D41	Wexford/Maryvale (119)
-79.6085892	43.732502	2014-08-22T04:00:00.000Z	Outside	Friday    	18	D23	West Humber-Clairville (1)
-79.2588348	43.7896233	2014-08-23T04:00:00.000Z	Commercial	Saturday  	3	D42	Agincourt South-Malvern West (128)
-79.5990524	43.7181282	2014-09-09T04:00:00.000Z	Outside	Tuesday   	10	D23	West Humber-Clairville (1)
-79.5502167	43.6812172	2017-04-17T04:00:00.000Z	House	Monday    	14	D23	Willowridge-Martingrove-Richview (7)
-79.4352188	43.7864723	2015-10-07T04:00:00.000Z	Other	Wednesday 	23	D32	Newtonbrook West (36)
-79.4454346	43.7593079	2014-08-25T04:00:00.000Z	House	Monday    	21	D32	Bathurst Manor (34)
-79.4681549	43.7177582	2014-08-26T04:00:00.000Z	Outside	Tuesday   	19	D32	Yorkdale-Glen Park (31)
-79.5251846	43.7733574	2014-08-26T04:00:00.000Z	Outside	Tuesday   	15	D31	Black Creek (24)
-79.360733	43.7759514	2014-08-26T04:00:00.000Z	House	Tuesday   	18	D33	Don Valley Village (47)
-79.4443054	43.7565956	2014-08-26T04:00:00.000Z	House	Tuesday   	22	D32	Bathurst Manor (34)
-79.337822	43.6803169	2014-08-26T04:00:00.000Z	Outside	Tuesday   	22	D54	Danforth (66)
-79.5609207	43.6384354	2014-08-27T04:00:00.000Z	Outside	Wednesday 	21	D22	Etobicoke West Mall (13)
-79.3983688	43.7067337	2014-08-28T04:00:00.000Z	Outside	Thursday  	8	D53	Mount Pleasant West (104)
-79.287117	43.6915054	2014-08-28T04:00:00.000Z	Commercial	Thursday  	19	D41	Oakridge (121)
-79.2952881	43.6907196	2014-08-28T04:00:00.000Z	Outside	Thursday  	16	D54	East End-Danforth (62)
-79.4664536	43.680603	2014-08-30T04:00:00.000Z	Outside	Saturday  	19	D12	Keelesdale-Eglinton West (110)
-79.4523697	43.6684875	2014-08-31T04:00:00.000Z	Outside	Sunday    	13	D11	Weston-Pellam Park (91)
-79.4566269	43.6831093	2014-09-02T04:00:00.000Z	House	Tuesday   	0	D13	Caledonia-Fairbank (109)
-79.4566269	43.6831093	2014-09-02T04:00:00.000Z	House	Tuesday   	0	D13	Caledonia-Fairbank (109)
-79.3680649	43.7900162	2014-09-02T04:00:00.000Z	Outside	Tuesday   	9	D33	Hillcrest Village (48)
-79.2956696	43.7922134	2014-09-02T04:00:00.000Z	House	Tuesday   	23	D42	Tam O'Shanter-Sullivan (118)
-79.2843704	43.7960548	2014-09-02T04:00:00.000Z	House	Tuesday   	18	D42	Agincourt South-Malvern West (128)
-79.2843704	43.7960548	2014-09-02T04:00:00.000Z	House	Tuesday   	18	D42	Agincourt South-Malvern West (128)
-79.60672	43.7337265	2014-09-03T04:00:00.000Z	Outside	Wednesday 	16	D23	West Humber-Clairville (1)
-79.3334961	43.7304688	2014-09-19T04:00:00.000Z	Outside	Friday    	1	D33	Banbury-Don Mills (42)
-79.2587738	43.7360458	2014-09-18T04:00:00.000Z	Outside	Thursday  	17	D41	Eglinton East (138)
-79.2222595	43.75103	2014-09-20T04:00:00.000Z	Outside	Saturday  	20	D43	Woburn (137)
-79.4751434	43.7192307	2014-09-21T04:00:00.000Z	House	Sunday    	19	D12	Maple Leaf (29)
-79.5585556	43.671032	2014-09-22T04:00:00.000Z	House	Monday    	0	D22	Princess-Rosethorn (10)
-79.5423584	43.6929283	2014-09-11T04:00:00.000Z	House	Thursday  	22	D23	Kingsview Village-The Westway (6)
-79.5440674	43.6768532	2014-09-26T04:00:00.000Z	House	Friday    	7	D22	Princess-Rosethorn (10)
-79.2785721	43.7853508	2014-09-19T04:00:00.000Z	House	Friday    	16	D42	Agincourt South-Malvern West (128)
-79.5506363	43.6882286	2014-09-28T04:00:00.000Z	House	Sunday    	0	D23	Kingsview Village-The Westway (6)
-79.4982986	43.7283058	2014-09-28T04:00:00.000Z	House	Sunday    	22	D31	Downsview-Roding-CFB (26)
-79.4534836	43.7851944	2014-09-28T04:00:00.000Z	Outside	Sunday    	21	D32	Westminster-Branson (35)
-79.4895172	43.6251068	2014-09-29T04:00:00.000Z	Outside	Monday    	9	D22	Mimico (includes Humber Bay Shores) (17)
-79.2611313	43.7736168	2014-09-29T04:00:00.000Z	Outside	Monday    	21	D43	Bendale (127)
-79.3924332	43.6390228	2014-09-29T04:00:00.000Z	Outside	Monday    	16	D14	Waterfront Communities-The Island (77)
-79.2105637	43.7913208	2014-10-01T04:00:00.000Z	House	Wednesday 	22	D43	Morningside (135)
-79.2853546	43.7839317	2014-10-02T04:00:00.000Z	Outside	Thursday  	7	D42	Agincourt South-Malvern West (128)
-79.597084	43.7530785	2014-10-02T04:00:00.000Z	House	Thursday  	22	D23	Mount Olive-Silverstone-Jamestown (2)
-79.2022781	43.7936554	2014-10-02T04:00:00.000Z	House	Thursday  	21	D43	Morningside (135)
-79.5868225	43.6879501	2014-10-03T04:00:00.000Z	Outside	Friday    	23	D23	West Humber-Clairville (1)
-79.3468246	43.6658173	2014-10-04T04:00:00.000Z	Outside	Saturday  	14	D55	South Riverdale (70)
-79.4591751	43.7694626	2014-10-05T04:00:00.000Z	House	Sunday    	20	D32	Bathurst Manor (34)
-79.3533478	43.6580925	2014-10-06T04:00:00.000Z	Outside	Monday    	0	D55	South Riverdale (70)
-79.523819	43.6455116	2014-10-06T04:00:00.000Z	Outside	Monday    	15	D22	Islington-City Centre West (14)
-79.520401	43.7688293	2014-10-07T04:00:00.000Z	Outside	Tuesday   	13	D31	Black Creek (24)
-79.4721375	43.6655197	2014-10-08T04:00:00.000Z	Outside	Wednesday 	21	D11	Junction Area (90)
-79.4721375	43.6655197	2014-10-08T04:00:00.000Z	Outside	Wednesday 	21	D11	Junction Area (90)
-79.5588989	43.6271629	2014-10-09T04:00:00.000Z	Outside	Thursday  	8	D22	Islington-City Centre West (14)
-79.5741119	43.6429558	2014-10-09T04:00:00.000Z	House	Thursday  	23	D22	Eringate-Centennial-West Deane (11)
-79.273613	43.6859436	2014-10-13T04:00:00.000Z	House	Monday    	0	D41	Birchcliffe-Cliffside (122)
-79.3014297	43.7638702	2014-10-14T04:00:00.000Z	Outside	Tuesday   	0	D41	Wexford/Maryvale (119)
-79.2631073	43.7817078	2014-10-14T04:00:00.000Z	House	Tuesday   	16	D42	Agincourt South-Malvern West (128)
-79.5270233	43.704258	2014-10-03T04:00:00.000Z	Outside	Friday    	1	D12	Weston (113)
-79.4482651	43.7248802	2014-10-17T04:00:00.000Z	Outside	Friday    	13	D32	Yorkdale-Glen Park (31)
-79.3106232	43.7701454	2014-10-18T04:00:00.000Z	House	Saturday  	19	D42	Tam O'Shanter-Sullivan (118)
-79.5457153	43.7212753	2014-10-13T04:00:00.000Z	Outside	Monday    	0	D23	Elms-Old Rexdale (5)
-79.3161926	43.7135582	2014-10-19T04:00:00.000Z	Outside	Sunday    	18	D54	O'Connor-Parkview (54)
-79.5819473	43.6415291	2014-10-17T04:00:00.000Z	House	Friday    	0	D22	Eringate-Centennial-West Deane (11)
-79.5252686	43.5923615	2014-10-18T04:00:00.000Z	House	Saturday  	17	D22	Long Branch (19)
-79.5828857	43.653862	2014-08-19T04:00:00.000Z	Outside	Tuesday   	18	D22	Eringate-Centennial-West Deane (11)
-79.5358429	43.6235619	2014-03-29T04:00:00.000Z	Commercial	Saturday  	20	D22	Islington-City Centre West (14)
-79.4074707	43.6659164	2014-10-23T04:00:00.000Z	Outside	Thursday  	14	D14	Annex (95)
-79.5461121	43.5957985	2015-10-03T04:00:00.000Z	House	Saturday  	18	D22	Alderwood (20)
-79.2288971	43.8292618	2016-01-16T05:00:00.000Z	Outside	Saturday  	23	D42	Rouge (131)
-79.395874	43.7820015	2016-01-13T05:00:00.000Z	House	Wednesday 	19	D32	Willowdale East (51)
