X	Y	occurrencedate	premisetype	occurrencedayofweek	occurrencehour	Division	Neighbourhood
-79.4253616	43.6750832	2014-06-29T04:00:00.000Z	Outside	Sunday    	23	D13	Wychwood (94)
-79.2320251	43.7593193	2014-06-29T04:00:00.000Z	Outside	Sunday    	19	D43	Woburn (137)
-79.3458176	43.6686134	2014-06-30T04:00:00.000Z	Outside	Monday    	18	D55	North Riverdale (68)
-79.4968185	43.6290627	2014-07-01T04:00:00.000Z	House	Tuesday   	19	D22	Stonegate-Queensway (16)
-79.5721893	43.7642288	2014-07-02T04:00:00.000Z	Outside	Wednesday 	16	D31	Humber Summit (21)
-79.4287415	43.724678	2014-07-02T04:00:00.000Z	Outside	Wednesday 	23	D32	Bedford Park-Nortown (39)
-79.4287415	43.724678	2014-07-02T04:00:00.000Z	Outside	Wednesday 	23	D32	Bedford Park-Nortown (39)
-79.2306824	43.7735023	2014-07-02T04:00:00.000Z	Outside	Wednesday 	8	D43	Woburn (137)
-79.1954346	43.784832	2014-07-03T04:00:00.000Z	Other	Thursday  	23	D43	Morningside (135)
-79.5578003	43.7679863	2014-07-03T04:00:00.000Z	Commercial	Thursday  	19	D31	Humber Summit (21)
-79.5700912	43.7604294	2014-07-04T04:00:00.000Z	House	Friday    	22	D31	Humber Summit (21)
-79.4493713	43.7567444	2014-07-04T04:00:00.000Z	House	Friday    	22	D32	Bathurst Manor (34)
-79.450325	43.7339363	2014-07-05T04:00:00.000Z	Outside	Saturday  	12	D32	Clanton Park (33)
-79.450325	43.7339363	2014-07-05T04:00:00.000Z	Outside	Saturday  	12	D32	Clanton Park (33)
-79.4633865	43.7502518	2014-07-05T04:00:00.000Z	Other	Saturday  	8	D32	York University Heights (27)
-79.4482651	43.7248802	2014-07-05T04:00:00.000Z	Outside	Saturday  	16	D32	Yorkdale-Glen Park (31)
-79.281189	43.6928177	2015-05-31T04:00:00.000Z	Commercial	Sunday    	14	D41	Oakridge (121)
-79.406723	43.7441521	2015-05-30T04:00:00.000Z	Outside	Saturday  	10	D32	St.Andrew-Windfields (40)
-79.3265762	43.6905899	2015-06-01T04:00:00.000Z	Outside	Monday    	8	D54	Danforth East York (59)
-79.5868225	43.6879501	2015-06-02T04:00:00.000Z	Outside	Tuesday   	18	D23	West Humber-Clairville (1)
-79.2155991	43.8078041	2014-11-27T05:00:00.000Z	Outside	Thursday  	16	D42	Malvern (132)
-79.5724411	43.6550484	2015-05-21T04:00:00.000Z	Outside	Thursday  	20	D22	Eringate-Centennial-West Deane (11)
-79.5447006	43.632122	2015-05-30T04:00:00.000Z	Outside	Saturday  	19	D22	Islington-City Centre West (14)
-79.1832733	43.7675858	2015-05-27T04:00:00.000Z	Outside	Wednesday 	21	D43	West Hill (136)
-79.1388931	43.7980957	2015-06-01T04:00:00.000Z	House	Monday    	20	D43	Rouge (131)
-79.4916916	43.7572327	2015-06-03T04:00:00.000Z	House	Wednesday 	22	D31	York University Heights (27)
-79.5629349	43.6396561	2015-06-02T04:00:00.000Z	Outside	Tuesday   	12	D22	Etobicoke West Mall (13)
-79.4200287	43.7807274	2015-06-04T04:00:00.000Z	Outside	Thursday  	21	D32	Newtonbrook West (36)
-79.6113205	43.7106895	2015-06-07T04:00:00.000Z	Outside	Sunday    	13	D23	West Humber-Clairville (1)
-79.5932541	43.7439384	2015-06-08T04:00:00.000Z	Other	Monday    	5	D23	Mount Olive-Silverstone-Jamestown (2)
-79.3714752	43.6870003	2015-06-05T04:00:00.000Z	Outside	Friday    	21	D53	Rosedale-Moore Park (98)
-79.5529861	43.751442	2014-01-08T05:00:00.000Z	Commercial	Wednesday 	22	D31	Humber Summit (21)
-79.2279282	43.7399826	2015-06-04T04:00:00.000Z	Outside	Thursday  	12	D43	Scarborough Village (139)
-79.551712	43.6789398	2015-06-07T04:00:00.000Z	Outside	Sunday    	21	D23	Willowridge-Martingrove-Richview (7)
-79.5184021	43.6885071	2015-06-09T04:00:00.000Z	House	Tuesday   	22	D23	Humber Heights-Westmount (8)
-79.5013275	43.7648163	2015-06-09T04:00:00.000Z	House	Tuesday   	16	D31	York University Heights (27)
-79.5138016	43.7198334	2015-06-10T04:00:00.000Z	Outside	Wednesday 	19	D31	Downsview-Roding-CFB (26)
-79.2679291	43.7322044	2015-06-11T04:00:00.000Z	Outside	Thursday  	17	D41	Ionview (125)
-79.3984451	43.6538963	2015-06-09T04:00:00.000Z	Outside	Tuesday   	21	D52	Kensington-Chinatown (78)
-79.3462601	43.7917671	2014-07-07T04:00:00.000Z	Outside	Monday    	1	D33	Don Valley Village (47)
-79.573967	43.7210159	2014-06-14T04:00:00.000Z	Commercial	Saturday  	20	D23	West Humber-Clairville (1)
-79.4014664	43.7525215	2014-07-09T04:00:00.000Z	House	Wednesday 	23	D32	St.Andrew-Windfields (40)
-79.3294754	43.6615486	2014-07-10T04:00:00.000Z	Outside	Thursday  	19	D55	Greenwood-Coxwell (65)
-79.4153061	43.7787514	2014-07-10T04:00:00.000Z	Commercial	Thursday  	22	D32	Willowdale East (51)
-79.3473434	43.678463	2014-10-03T04:00:00.000Z	Outside	Friday    	20	D54	Playter Estates-Danforth (67)
-79.368927	43.793972	2014-07-11T04:00:00.000Z	Outside	Friday    	7	D33	Hillcrest Village (48)
-79.2995453	43.8015518	2014-07-14T04:00:00.000Z	Outside	Monday    	0	D42	L'Amoreaux (117)
-79.5177307	43.7572365	2014-07-14T04:00:00.000Z	Outside	Monday    	10	D31	Black Creek (24)
-79.2524719	43.7277985	2014-07-14T04:00:00.000Z	Outside	Monday    	20	D41	Kennedy Park (124)
-79.257782	43.7039719	2014-07-15T04:00:00.000Z	Outside	Tuesday   	2	D41	Birchcliffe-Cliffside (122)
-79.2914658	43.7269974	2014-07-15T04:00:00.000Z	Outside	Tuesday   	19	D41	Wexford/Maryvale (119)
-79.4562302	43.6943665	2014-07-16T04:00:00.000Z	Outside	Wednesday 	20	D13	Briar Hill-Belgravia (108)
-79.4122314	43.7339211	2014-07-16T04:00:00.000Z	Outside	Wednesday 	20	D32	Lawrence Park North (105)
-79.4185104	43.7791405	2014-07-14T04:00:00.000Z	Outside	Monday    	19	D32	Newtonbrook West (36)
-79.4185104	43.7791405	2014-07-14T04:00:00.000Z	Outside	Monday    	19	D32	Newtonbrook West (36)
-79.4895325	43.6869965	2014-10-03T04:00:00.000Z	Outside	Friday    	23	D12	Mount Dennis (115)
-79.3959503	43.7047462	2017-08-28T04:00:00.000Z	Outside	Monday    	20	D53	Mount Pleasant West (104)
-79.5427933	43.6701622	2014-07-17T04:00:00.000Z	House	Thursday  	21	D22	Princess-Rosethorn (10)
-79.2373886	43.8189812	2017-08-26T04:00:00.000Z	Commercial	Saturday  	8	D42	Rouge (131)
-79.3867874	43.6702271	2015-10-15T04:00:00.000Z	Commercial	Thursday  	18	D53	Rosedale-Moore Park (98)
-79.4114532	43.7784157	2014-09-28T04:00:00.000Z	Outside	Sunday    	14	D32	Willowdale East (51)
-79.4209518	43.6566315	2014-07-17T04:00:00.000Z	Outside	Thursday  	18	D14	Palmerston-Little Italy (80)
-79.2347031	43.8272476	2017-08-28T04:00:00.000Z	Outside	Monday    	3	D42	Rouge (131)
-79.4477921	43.6760292	2015-10-23T04:00:00.000Z	Outside	Friday    	3	D13	Corso Italia-Davenport (92)
-79.4209518	43.6566315	2014-07-17T04:00:00.000Z	Outside	Thursday  	18	D14	Palmerston-Little Italy (80)
-79.5495682	43.7032852	2014-10-04T04:00:00.000Z	Outside	Saturday  	22	D23	Kingsview Village-The Westway (6)
-79.4398117	43.7657166	2017-08-29T04:00:00.000Z	House	Tuesday   	23	D32	Willowdale West (37)
-79.5176544	43.7093773	2015-10-05T04:00:00.000Z	House	Monday    	21	D12	Pelmo Park-Humberlea (23)
-79.4633865	43.7502518	2014-07-19T04:00:00.000Z	Outside	Saturday  	6	D32	York University Heights (27)
-79.2489777	43.7917442	2014-07-18T04:00:00.000Z	Outside	Friday    	11	D42	Agincourt South-Malvern West (128)
-79.3849564	43.665844	2014-07-21T04:00:00.000Z	Outside	Monday    	5	D51	Church-Yonge Corridor (75)
-79.5535812	43.6525955	2014-07-21T04:00:00.000Z	Outside	Monday    	6	D22	Islington-City Centre West (14)
-79.310318	43.7218399	2014-07-19T04:00:00.000Z	Outside	Saturday  	12	D54	Victoria Village (43)
-79.4156418	43.6698074	2014-07-22T04:00:00.000Z	Outside	Tuesday   	23	D14	Annex (95)
-79.4873352	43.7604256	2012-02-11T05:00:00.000Z	Commercial	Saturday  	9	D31	York University Heights (27)
-79.4222565	43.7363281	2014-07-24T04:00:00.000Z	Other	Thursday  	19	D32	Bedford Park-Nortown (39)
-79.4222565	43.7363281	2014-07-24T04:00:00.000Z	Other	Thursday  	19	D32	Bedford Park-Nortown (39)
-79.5081558	43.7190781	2014-07-25T04:00:00.000Z	Outside	Friday    	7	D31	Downsview-Roding-CFB (26)
-79.3123169	43.7974892	2014-07-26T04:00:00.000Z	Apartment	Saturday  	4	D42	L'Amoreaux (117)
-79.5506821	43.6938362	2014-08-29T04:00:00.000Z	House	Friday    	18	D23	Kingsview Village-The Westway (6)
-79.4285583	43.6589661	2014-08-30T04:00:00.000Z	Outside	Saturday  	2	D14	Palmerston-Little Italy (80)
-79.427536	43.6868668	2014-08-30T04:00:00.000Z	House	Saturday  	15	D13	Humewood-Cedarvale (106)
-79.5560989	43.7625618	2014-08-31T04:00:00.000Z	Outside	Sunday    	21	D31	Humber Summit (21)
-79.5798264	43.6292915	2014-08-29T04:00:00.000Z	Apartment	Friday    	4	D22	Markland Wood (12)
-79.244072	43.7639465	2014-08-31T04:00:00.000Z	House	Sunday    	21	D43	Woburn (137)
-79.4285431	43.7944794	2014-08-30T04:00:00.000Z	Outside	Saturday  	13	D32	Newtonbrook West (36)
-79.3575974	43.8041573	2014-09-01T04:00:00.000Z	House	Monday    	23	D33	Hillcrest Village (48)
-79.2798691	43.7352448	2014-08-19T04:00:00.000Z	Commercial	Tuesday   	12	D41	Ionview (125)
-79.3000336	43.7584953	2014-09-03T04:00:00.000Z	Outside	Wednesday 	11	D41	Wexford/Maryvale (119)
-79.4363632	43.7259216	2014-09-03T04:00:00.000Z	House	Wednesday 	22	D32	Englemount-Lawrence (32)
-79.4450607	43.7432137	2014-09-03T04:00:00.000Z	House	Wednesday 	23	D32	Clanton Park (33)
-79.4482651	43.7248802	2014-09-04T04:00:00.000Z	Outside	Thursday  	17	D32	Yorkdale-Glen Park (31)
-79.3659363	43.7974129	2014-09-04T04:00:00.000Z	House	Thursday  	22	D33	Hillcrest Village (48)
-79.3691254	43.7912979	2014-09-05T04:00:00.000Z	Outside	Friday    	20	D33	Bayview Woods-Steeles (49)
-79.4569244	43.7628403	2014-09-05T04:00:00.000Z	Outside	Friday    	21	D32	Bathurst Manor (34)
-79.4396057	43.7252274	2014-09-05T04:00:00.000Z	House	Friday    	22	D32	Englemount-Lawrence (32)
-79.2824554	43.7240486	2014-09-06T04:00:00.000Z	Commercial	Saturday  	9	D41	Clairlea-Birchmount (120)
-79.5641251	43.7208252	2014-09-05T04:00:00.000Z	Outside	Friday    	22	D23	Rexdale-Kipling (4)
-79.5587082	43.6440735	2014-09-07T04:00:00.000Z	Outside	Sunday    	9	D22	Islington-City Centre West (14)
-79.2659073	43.7539368	2014-09-04T04:00:00.000Z	Outside	Thursday  	18	D41	Bendale (127)
-79.4645691	43.7262344	2014-09-05T04:00:00.000Z	House	Friday    	17	D32	Yorkdale-Glen Park (31)
-79.4160004	43.7816391	2014-09-08T04:00:00.000Z	Other	Monday    	13	D32	Newtonbrook East (50)
-79.4038696	43.6666603	2014-09-08T04:00:00.000Z	Outside	Monday    	23	D14	Annex (95)
-79.559433	43.6988068	2014-09-09T04:00:00.000Z	House	Tuesday   	1	D23	Kingsview Village-The Westway (6)
-79.3488159	43.6894341	2014-09-09T04:00:00.000Z	House	Tuesday   	8	D54	Old East York (58)
-79.54673	43.697052	2014-09-09T04:00:00.000Z	Outside	Tuesday   	16	D23	Kingsview Village-The Westway (6)
-79.2611313	43.7736168	2014-09-10T04:00:00.000Z	Outside	Wednesday 	10	D43	Bendale (127)
-79.2876511	43.7998772	2014-09-10T04:00:00.000Z	House	Wednesday 	21	D42	Agincourt South-Malvern West (128)
-79.323494	43.7609291	2014-09-13T04:00:00.000Z	Outside	Saturday  	2	D33	Parkwoods-Donalda (45)
-79.4986267	43.7323074	2014-09-12T04:00:00.000Z	House	Friday    	23	D31	Downsview-Roding-CFB (26)
-79.4834747	43.696373	2014-09-13T04:00:00.000Z	House	Saturday  	9	D12	Brookhaven-Amesbury (30)
-79.3598328	43.6780472	2014-08-28T04:00:00.000Z	Outside	Thursday  	17	D54	Playter Estates-Danforth (67)
-79.5160141	43.7193069	2014-09-15T04:00:00.000Z	Outside	Monday    	2	D31	Downsview-Roding-CFB (26)
-79.3328934	43.7709045	2014-09-16T04:00:00.000Z	Outside	Tuesday   	16	D33	Henry Farm (53)
-79.3465424	43.7365112	2014-09-16T04:00:00.000Z	Outside	Tuesday   	19	D33	Banbury-Don Mills (42)
-79.5892334	43.7410965	2014-09-17T04:00:00.000Z	Outside	Wednesday 	11	D23	Mount Olive-Silverstone-Jamestown (2)
-79.4520035	43.7570343	2014-09-18T04:00:00.000Z	House	Thursday  	4	D32	Bathurst Manor (34)
-79.5013275	43.7648163	2014-09-19T04:00:00.000Z	Outside	Friday    	20	D31	York University Heights (27)
-79.4820709	43.7266426	2014-09-20T04:00:00.000Z	Outside	Saturday  	11	D31	Downsview-Roding-CFB (26)
-79.4009476	43.7894554	2014-09-20T04:00:00.000Z	House	Saturday  	20	D32	Newtonbrook East (50)
-79.4425125	43.6966133	2014-09-22T04:00:00.000Z	House	Monday    	23	D13	Oakwood Village (107)
-79.371521	43.6635132	2014-09-22T04:00:00.000Z	House	Monday    	22	D51	Cabbagetown-South St.James Town (71)
-79.4449768	43.6757698	2014-09-23T04:00:00.000Z	Apartment	Tuesday   	23	D13	Corso Italia-Davenport (92)
-79.4633865	43.7502518	2014-07-26T04:00:00.000Z	Outside	Saturday  	10	D32	York University Heights (27)
-79.4849091	43.7591934	2014-07-24T04:00:00.000Z	Commercial	Thursday  	19	D31	York University Heights (27)
-79.4160004	43.7816391	2014-07-26T04:00:00.000Z	Outside	Saturday  	13	D32	Newtonbrook East (50)
-79.4633865	43.7502518	2014-07-26T04:00:00.000Z	Outside	Saturday  	11	D32	York University Heights (27)
-79.4482651	43.7248802	2014-07-26T04:00:00.000Z	Outside	Saturday  	9	D32	Yorkdale-Glen Park (31)
-79.574295	43.677784	2014-07-27T04:00:00.000Z	House	Sunday    	0	D23	Willowridge-Martingrove-Richview (7)
-79.5800934	43.6983452	2014-07-26T04:00:00.000Z	Outside	Saturday  	0	D23	West Humber-Clairville (1)
-79.4160004	43.7816391	2014-07-27T04:00:00.000Z	Outside	Sunday    	18	D32	Newtonbrook East (50)
-79.5893555	43.7584648	2014-07-27T04:00:00.000Z	Outside	Sunday    	13	D23	Mount Olive-Silverstone-Jamestown (2)
-79.4919739	43.7590561	2014-07-27T04:00:00.000Z	Apartment	Sunday    	22	D31	York University Heights (27)
-79.5127716	43.6356697	2014-07-27T04:00:00.000Z	House	Sunday    	20	D22	Stonegate-Queensway (16)
-79.3437195	43.7758369	2014-07-29T04:00:00.000Z	Outside	Tuesday   	16	D33	Don Valley Village (47)
-79.5058289	43.6753769	2014-07-29T04:00:00.000Z	Outside	Tuesday   	13	D12	Rockcliffe-Smythe (111)
-79.4468231	43.6872749	2014-07-29T04:00:00.000Z	Commercial	Tuesday   	23	D13	Oakwood Village (107)
-79.4759674	43.6994324	2014-07-22T04:00:00.000Z	Outside	Tuesday   	0	D12	Brookhaven-Amesbury (30)
-79.5447006	43.632122	2014-06-04T04:00:00.000Z	Commercial	Wednesday 	0	D22	Islington-City Centre West (14)
-79.5811157	43.7138481	2014-07-22T04:00:00.000Z	Commercial	Tuesday   	12	D23	West Humber-Clairville (1)
-79.5283203	43.7045479	2014-07-31T04:00:00.000Z	Outside	Thursday  	0	D12	Weston (113)
-79.5955658	43.6867599	2014-07-31T04:00:00.000Z	Outside	Thursday  	20	D23	West Humber-Clairville (1)
-79.3437195	43.7758369	2014-08-01T04:00:00.000Z	Outside	Friday    	11	D33	Don Valley Village (47)
-79.5539322	43.6018066	2014-08-02T04:00:00.000Z	House	Saturday  	21	D22	Alderwood (20)
-79.5955658	43.6867599	2014-07-31T04:00:00.000Z	Outside	Thursday  	16	D23	West Humber-Clairville (1)
-79.6113205	43.7106895	2014-08-04T04:00:00.000Z	Outside	Monday    	16	D23	West Humber-Clairville (1)
-79.2542191	43.7766533	2014-09-23T04:00:00.000Z	Outside	Tuesday   	21	D43	Bendale (127)
-79.5947952	43.7155609	2014-09-04T04:00:00.000Z	Outside	Thursday  	12	D23	West Humber-Clairville (1)
-79.5246277	43.6158752	2014-04-30T04:00:00.000Z	Commercial	Wednesday 	9	D22	Mimico (includes Humber Bay Shores) (17)
-79.4571686	43.7657471	2014-09-26T04:00:00.000Z	House	Friday    	20	D32	Bathurst Manor (34)
-79.3901825	43.7760963	2014-10-05T04:00:00.000Z	House	Sunday    	19	D33	Bayview Village (52)
-79.5579376	43.6762123	2014-10-05T04:00:00.000Z	Outside	Sunday    	20	D23	Willowridge-Martingrove-Richview (7)
-79.3021011	43.7233849	2014-10-06T04:00:00.000Z	Outside	Monday    	19	D41	Clairlea-Birchmount (120)
-79.4423065	43.7428589	2014-08-04T04:00:00.000Z	House	Monday    	22	D32	Clanton Park (33)
-79.4528656	43.733387	2014-08-05T04:00:00.000Z	Outside	Tuesday   	8	D32	Clanton Park (33)
-79.5439301	43.6536331	2014-08-06T04:00:00.000Z	Other	Wednesday 	6	D22	Islington-City Centre West (14)
-79.4810638	43.6630096	2017-08-15T04:00:00.000Z	House	Tuesday   	9	D11	Junction Area (90)
-79.4130249	43.7538872	2017-08-30T04:00:00.000Z	House	Wednesday 	1	D32	Lansing-Westgate (38)
-79.5687332	43.7425995	2017-08-29T04:00:00.000Z	Outside	Tuesday   	23	D23	Thistletown-Beaumond Heights (3)
-79.5086365	43.7209167	2014-09-24T04:00:00.000Z	Outside	Wednesday 	1	D31	Downsview-Roding-CFB (26)
-79.5521545	43.695797	2015-04-08T04:00:00.000Z	Outside	Wednesday 	13	D23	Kingsview Village-The Westway (6)
-79.5177307	43.7572365	2015-04-02T04:00:00.000Z	Outside	Thursday  	20	D31	Black Creek (24)
-79.2921753	43.7199364	2014-08-05T04:00:00.000Z	Outside	Tuesday   	14	D41	Clairlea-Birchmount (120)
-79.5032578	43.6376877	2015-04-09T04:00:00.000Z	House	Thursday  	0	D22	Stonegate-Queensway (16)
-79.5176544	43.7093773	2015-10-05T04:00:00.000Z	House	Monday    	21	D12	Pelmo Park-Humberlea (23)
-79.3660126	43.6594429	2014-08-08T04:00:00.000Z	Outside	Friday    	23	D51	Regent Park (72)
-79.5311737	43.7079811	2015-10-09T04:00:00.000Z	House	Friday    	22	D12	Weston (113)
-79.3400116	43.7407074	2015-04-08T04:00:00.000Z	House	Wednesday 	19	D33	Banbury-Don Mills (42)
-79.3429947	43.6744003	2014-08-09T04:00:00.000Z	Outside	Saturday  	17	D55	Blake-Jones (69)
-79.5955658	43.6867599	2015-10-24T04:00:00.000Z	Outside	Saturday  	23	D23	West Humber-Clairville (1)
-79.3097916	43.7421455	2015-04-11T04:00:00.000Z	Apartment	Saturday  	11	D33	Wexford/Maryvale (119)
-79.3429947	43.6744003	2014-08-09T04:00:00.000Z	Outside	Saturday  	17	D55	Blake-Jones (69)
-79.2729263	43.703495	2015-10-24T04:00:00.000Z	Outside	Saturday  	14	D41	Clairlea-Birchmount (120)
-79.3005371	43.7249718	2015-04-10T04:00:00.000Z	Outside	Friday    	8	D41	Wexford/Maryvale (119)
-79.2986145	43.7285271	2015-04-09T04:00:00.000Z	Outside	Thursday  	20	D41	Wexford/Maryvale (119)
-79.2810059	43.7120476	2015-04-13T04:00:00.000Z	Outside	Monday    	7	D41	Clairlea-Birchmount (120)
-79.4633865	43.7502518	2015-04-03T04:00:00.000Z	Outside	Friday    	13	D32	York University Heights (27)
-79.4160004	43.7816391	2015-04-12T04:00:00.000Z	Outside	Sunday    	9	D32	Newtonbrook East (50)
-79.2611313	43.7736168	2015-04-11T04:00:00.000Z	Outside	Saturday  	15	D43	Bendale (127)
-79.3038101	43.6739044	2015-04-16T04:00:00.000Z	Outside	Thursday  	19	D55	The Beaches (63)
-79.3938599	43.6538239	2015-03-28T04:00:00.000Z	Outside	Saturday  	11	D52	Kensington-Chinatown (78)
-79.5990524	43.7181282	2014-11-14T05:00:00.000Z	Outside	Friday    	21	D23	West Humber-Clairville (1)
-79.5955658	43.6867599	2015-02-02T05:00:00.000Z	Outside	Monday    	12	D23	West Humber-Clairville (1)
-79.5000076	43.5999451	2015-04-11T04:00:00.000Z	Outside	Saturday  	23	D22	New Toronto (18)
-79.5107117	43.7293053	2015-03-22T04:00:00.000Z	Outside	Sunday    	18	D31	Downsview-Roding-CFB (26)
-79.4546661	43.6568756	2015-04-16T04:00:00.000Z	House	Thursday  	21	D11	High Park North (88)
-79.4437866	43.716774	2015-04-18T04:00:00.000Z	Outside	Saturday  	4	D32	Englemount-Lawrence (32)
-79.52285	43.7729988	2015-04-20T04:00:00.000Z	Outside	Monday    	21	D31	Black Creek (24)
-79.2969894	43.6680183	2015-04-04T04:00:00.000Z	House	Saturday  	8	D55	The Beaches (63)
-79.2906952	43.6821175	2015-04-05T04:00:00.000Z	Outside	Sunday    	22	D55	East End-Danforth (62)
-79.599678	43.741806	2017-08-30T04:00:00.000Z	House	Wednesday 	18	D23	West Humber-Clairville (1)
-79.5803986	43.739727	2017-09-03T04:00:00.000Z	Outside	Sunday    	13	D23	Thistletown-Beaumond Heights (3)
-79.5990524	43.7181282	2017-09-01T04:00:00.000Z	Outside	Friday    	19	D23	West Humber-Clairville (1)
-79.3066483	43.7742844	2017-09-02T04:00:00.000Z	House	Saturday  	21	D42	Tam O'Shanter-Sullivan (118)
-79.412941	43.7080383	2017-09-04T04:00:00.000Z	House	Monday    	23	D53	Lawrence Park South (103)
-79.4661255	43.671566	2017-09-01T04:00:00.000Z	Commercial	Friday    	0	D11	Junction Area (90)
-79.4215698	43.7346497	2017-09-03T04:00:00.000Z	House	Sunday    	22	D32	Bedford Park-Nortown (39)
-79.3801956	43.6399651	2017-09-06T04:00:00.000Z	Outside	Wednesday 	0	D52	Waterfront Communities-The Island (77)
-79.2394867	43.7220879	2017-09-05T04:00:00.000Z	Outside	Tuesday   	18	D43    	Cliffcrest (123)
-79.2394867	43.7220879	2017-09-05T04:00:00.000Z	Outside	Tuesday   	18	D43    	Cliffcrest (123)
-79.2394867	43.7220879	2017-09-05T04:00:00.000Z	Outside	Tuesday   	18	D43    	Cliffcrest (123)
-79.5231781	43.6991882	2017-09-06T04:00:00.000Z	House	Wednesday 	15	D23	Humber Heights-Westmount (8)
-79.5113602	43.6473656	2017-09-03T04:00:00.000Z	Outside	Sunday    	21	D22	Kingsway South (15)
-79.2731552	43.8263702	2017-09-06T04:00:00.000Z	House	Wednesday 	20	D42	Milliken (130)
-79.603035	43.7244225	2017-09-07T04:00:00.000Z	House	Thursday  	23	D23	West Humber-Clairville (1)
-79.2587738	43.7360458	2017-09-07T04:00:00.000Z	Outside	Thursday  	9	D41	Eglinton East (138)
-79.4836044	43.7331238	2017-08-22T04:00:00.000Z	Outside	Tuesday   	0	D31	Downsview-Roding-CFB (26)
-79.4755859	43.658638	2017-09-08T04:00:00.000Z	Outside	Friday    	11	D11    	High Park North (88)
-79.2197266	43.7451057	2017-07-07T04:00:00.000Z	Outside	Friday    	12	D43	Scarborough Village (139)
-79.4897003	43.7107391	2017-09-02T04:00:00.000Z	House	Saturday  	20	D12	Maple Leaf (29)
-79.4090652	43.7166824	2017-09-10T04:00:00.000Z	House	Sunday    	19	D53	Lawrence Park South (103)
-79.3086395	43.776722	2017-08-20T04:00:00.000Z	Outside	Sunday    	23	D42	Tam O'Shanter-Sullivan (118)
-79.3598022	43.7751236	2015-04-18T04:00:00.000Z	Outside	Saturday  	19	D33	Don Valley Village (47)
-79.5181122	43.758976	2014-03-25T04:00:00.000Z	Outside	Tuesday   	11	D31	Black Creek (24)
-79.4341354	43.7148552	2015-04-22T04:00:00.000Z	House	Wednesday 	23	D13	Englemount-Lawrence (32)
-79.5558395	43.7257881	2015-04-24T04:00:00.000Z	House	Friday    	6	D23	Elms-Old Rexdale (5)
-79.4876709	43.7063751	2015-03-17T04:00:00.000Z	Outside	Tuesday   	19	D12	Maple Leaf (29)
-79.4118347	43.7313156	2015-04-29T04:00:00.000Z	Outside	Wednesday 	2	D32	Lawrence Park North (105)
-79.4279709	43.7939606	2015-04-22T04:00:00.000Z	House	Wednesday 	23	D32	Newtonbrook West (36)
-79.5592575	43.7304764	2015-03-27T04:00:00.000Z	House	Friday    	0	D23	Thistletown-Beaumond Heights (3)
-79.5177765	43.7590179	2014-10-19T04:00:00.000Z	Outside	Sunday    	21	D31	Black Creek (24)
-79.564415	43.7473145	2015-03-04T05:00:00.000Z	Outside	Wednesday 	8	D31	Humber Summit (21)
-79.528595	43.6999779	2015-04-30T04:00:00.000Z	House	Thursday  	22	D23	Humber Heights-Westmount (8)
-79.3986816	43.6520615	2015-04-03T04:00:00.000Z	Outside	Friday    	19	D14	Kensington-Chinatown (78)
-79.5570984	43.6401787	2015-05-09T04:00:00.000Z	Outside	Saturday  	2	D22	Islington-City Centre West (14)
-79.5539246	43.6858597	2015-05-07T04:00:00.000Z	House	Thursday  	17	D23	Kingsview Village-The Westway (6)
-79.52285	43.7729988	2015-05-06T04:00:00.000Z	Outside	Wednesday 	18	D31	Black Creek (24)
-79.5346298	43.72929	2015-05-09T04:00:00.000Z	House	Saturday  	0	D31	Pelmo Park-Humberlea (23)
-79.2822571	43.7694244	2015-05-12T04:00:00.000Z	Outside	Tuesday   	0	D41	Dorset Park (126)
-79.5168991	43.7524185	2015-05-08T04:00:00.000Z	Outside	Friday    	22	D31	Glenfield-Jane Heights (25)
-79.4896545	43.7580605	2015-05-11T04:00:00.000Z	Commercial	Monday    	12	D31	York University Heights (27)
-79.4896545	43.7580605	2015-05-11T04:00:00.000Z	Commercial	Monday    	12	D31	York University Heights (27)
-79.5176392	43.6369133	2015-05-12T04:00:00.000Z	House	Tuesday   	21	D22	Stonegate-Queensway (16)
-79.5823975	43.7166901	2015-05-10T04:00:00.000Z	Commercial	Sunday    	14	D23	West Humber-Clairville (1)
-79.5927734	43.7113647	2015-05-17T04:00:00.000Z	Outside	Sunday    	20	D23	West Humber-Clairville (1)
-79.4669266	43.768856	2016-03-21T04:00:00.000Z	Outside	Monday    	17	D32	Bathurst Manor (34)
-79.2139435	43.7667885	2017-09-08T04:00:00.000Z	House	Friday    	20	D43	Woburn (137)
-79.4556808	43.7182617	2017-09-10T04:00:00.000Z	Commercial	Sunday    	5	D32	Yorkdale-Glen Park (31)
-79.4556808	43.7182617	2017-09-10T04:00:00.000Z	Commercial	Sunday    	5	D32	Yorkdale-Glen Park (31)
-79.4556808	43.7182617	2017-09-10T04:00:00.000Z	Commercial	Sunday    	5	D32	Yorkdale-Glen Park (31)
-79.4556808	43.7182617	2017-09-10T04:00:00.000Z	Commercial	Sunday    	5	D32	Yorkdale-Glen Park (31)
-79.4556808	43.7182617	2017-09-10T04:00:00.000Z	Commercial	Sunday    	5	D32	Yorkdale-Glen Park (31)
-79.5647812	43.7665482	2017-08-31T04:00:00.000Z	Outside	Thursday  	16	D31	Humber Summit (21)
-79.5229263	43.7513924	2017-09-07T04:00:00.000Z	House	Thursday  	19	D31	Glenfield-Jane Heights (25)
